emp_id|full name|fname|lname|birth_date|dept_name|country|monthly_salary|sex|job title|employee_status|education
100915|James Al-Farsi|James|Al-Farsi|1976-03-16|EHS|Jordan|33309| m |HR Specialist|Terminated| High School 
100916|Omar Wilson|Omar|Wilson|02-13-1986|HSE|PHL|21,037|F|Safety Officer| Contractor |Dipl.
100917|Michael Hassan|Michael|Hassan|29-Mar-1967| Commercial |philippines|9195.25|male|IT Support||PhD
100918|Tamer Al-Farsi|Tamer|Al-Farsi|2000/02/02|env.|philippines|5784.75|M|IT Support|Contractor|HS
100919|Ahmed Hassan|Ahmed|Hassan|02/04/1968|finance|United States|8683.5|female|Project Manager|Terminated|MSc
100920|Tamer Davis|Tamer|Davis|05-01-1993| Environmental |EGY|11789.25|male|Production Operator|Probation|master
100921|Saad Al-Farsi|Saad|Al-Farsi|03-31-1993| Operations |india|EGP 31,371.25|1|Data Engineer| Active | PhD 
100922|Laila Mahmoud|Laila|Mahmoud|1981-02-13| safety |QA|41393|1|Data Engineer|TERM|Bachelor
100923|Khalid Al-Kuwari|Khalid|Al-Kuwari|1967/06/22|Supply Chain|Qatar|38299.75|Male|Sales Executive|PROB|high school
100924|Faisal Taylor|Faisal|Taylor|11-Apr-1993|Information Technology|SA|22678.75|1|Environmental Engineer|ACT|diploma
100925|Kamal, Mariam|Mariam|Kamal|01-Oct-1995|Environment|Emirates|33026.50|2|Accountant|Terminated|Diploma
100926|Tamer Martinez|Tamer|Martinez|16/06/1996|Production|GB|26104|MALE|Project Manager|Probation|Secondary
100927|Mohamed Nasser|Mohamed|Nasser|08-21-1985| Supply Chain | India |21558.00|MALE|IT Support| Terminated | Diploma 
100928|Youssef Garcia|Youssef|Garcia|03-04-1986|OPS| Pakistan |28862.5| f |Supply Chain Coordinator|terminated|BA
100929|Moore, Sophia|Sophia|Moore|1973/09/18|FIN|jordan|38514|male|Accountant| Probation |HS
100930|Ava Adel|Ava|Adel|1981-11-21|Environment|pakistan|$38,409.75|1|Business Analyst|A|DIP
100931|Khalid Mahmoud|Khalid|Mahmoud|27-Jun-1980|Safety|IN|$31,378.25| f |Sales Executive|Contractor|Doctorate
100932|Reem Mostafa|Reem|Mostafa|1980/10/20| Commercial |IN|6664.00|Male|Accountant|External|PhD
100933|Maha Nasser|Maha|Nasser|1981-08-04|finance|KSA|41,066| f |Sales Executive| Contractor |Diploma
100934|Emma Al-Farsi|Emma|Al-Farsi|1967-10-22|Operation|egypt|34224.25|M|Environmental Engineer|Active|Doctorate
100935|Mariam Martinez|Mariam|Martinez|31/07/1974| safety |JO|21866.50| m |Sales Executive|contractor|BSc
100936|Fatima Williams|Fatima|Williams|21-Oct-2002|MKT|PAK|8,466|M|Project Manager|A|BSc
100937|Omar Mostafa|Omar|Mostafa|1982/06/30|PROD|egypt|9353.25|2|Environmental Engineer|ACT|Diploma
100938|Michael Al-Mansoori|Michael|Al-Mansoori|04-25-1970| Accounting |PHL|4054|male|Business Analyst|CONT|master
100939|Reem Brown|Reem|Brown|26-Oct-1987|sales|GB|23956.5|M|Safety Officer|ACT|Bachelor
100940|Karim Al-Thani|Karim|Al-Thani||Logistics|pakistan|32222.25| m |Environmental Engineer|Probation|Dipl.
100941|Dina Al-Thani|Dina|Al-Thani|27/07/1986|ops| Pakistan |37550.25|2|IT Support|ACT|BSc
100942|Omar Davis|Omar|Davis|16-Feb-2002| production |saudi arabia|33609|FEMALE|Accountant|Inactive|DIP
100943|LAYLA BROWN|Layla|Brown|1968-07-10|SALES| Egypt |31378.75| f |Safety Officer|Probation|phd
100944|Laila Patel|Laila|Patel|1975-03-09|supply-chain|Qatar|11539.75|1|Safety Officer|on leave|HS
100945|Michael Saeed|Michael|Saeed|2001/03/18|Supply Chain| Qatar |8276.5|1|Project Manager|Probation| PhD 
100946|Karim Farouk|Karim|Farouk|16/11/1975|OPS| usa |35,566| f |Production Operator|PROB| Diploma 
100947|Aya Taylor|Aya|Taylor|10-Jul-1997| production |saudi arabia||F|Marketing Analyst|terminated| High School 
100948|Sara Adel|Sara|Adel|04-Nov-1998|it|philippines|6,874| m |Environmental Engineer|terminated|Dipl.
100949|Tamer Taylor|Tamer|Taylor|1994/04/10| Accounting |india|EGP 12,665.75|1|Marketing Analyst|active|Master
100950| Layla  Adel |Layla|Adel|10-Dec-1968|it|UAE|4102|Male|Marketing Analyst|ACT|Dipl.
100951|Fatima Garcia|Fatima|Garcia|31-May-1966| safety |Saudi Arabia|$36,012.25|Female|Project Manager| Contractor |High School
100952|Aya Al-Mansoori|Aya|Al-Mansoori|30/06/1977|HR|Philippines|$23,395.75|FEMALE|Supply Chain Coordinator|External|diploma
100953|Mahmoud Al-Kuwari|Mahmoud|Al-Kuwari|1970/07/23|Finance| Jordan |5819.75|MALE|Accountant|on leave|Doctorate
100954| Emily  Miller |Emily|Miller|31/02/1988|Prod|Qatar|28084|FEMALE|Safety Officer|Terminated|Secondary
100955|Dina Ibrahim|Dina|Ibrahim|1995-07-09|Fin.|Philippines|44002|female|Business Analyst|Active| Bachelor 
100956|Abdullah Martinez|Abdullah|Martinez|1965/11/18| Environmental |PHL|17478| f |IT Support|External|PhD
100957|Hassan Mahmoud|Hassan|Mahmoud|05-20-1976|Health & Safety|JO|EGP 12,776.50|2|Data Engineer|Inactive| Bachelor 
100958|Mostafa Mostafa|Mostafa|Mostafa|07/04/1989|I.T.|Jordan|43897.25|Female|IT Support|CONT|MSc
100959|Heba Farouk|Heba|Farouk|04-01-2003|Operations|IND|6341.5|1|IT Support|External|Dipl.
100960|Youssef Al-Mansoori|Youssef|Al-Mansoori|30-Sep-1986|Supply Chain|PK|EGP 24,469.50|MALE|Environmental Engineer|Leave|diploma
100961|James Kamal|James|Kamal|28-Nov-1988|EHS|SA|21396.75|FEMALE|Environmental Engineer|active|Secondary
100962|Hamad Farouk|Hamad|Farouk|12-Oct-1979|Information Technology|Pakistan|4954.25|M|Project Manager|On Leave|BSc
100963|Abdullah Davis|Abdullah|Davis|1965-04-04| Accounting |egypt|3793| f |HR Specialist|Active| PhD 
100964|Layla Taylor|Layla|Taylor|26-Jun-1977|Sales Dept|AE|21007.25|Male|Project Manager|on leave|High School
100965|Sara Mahmoud|Sara|Mahmoud|17-Jan-1968|HSE|US|32645.5|2|Sales Executive|on leave|HS
100966|Ahmed Ibrahim|Ahmed|Ibrahim|1999-10-23|Finance|Britain|23353.75|1|IT Support| Active |PHD
100967|Ava Davis|Ava|Davis|14-Jul-2003|Logistics|PK|44381.75|Female|Production Operator|TERM|master
100968|John Jones|John|Jones|1972/04/08|PROD|UK|6338.25|male|Marketing Analyst|Inactive| Master 
100969|Mostafa, Ava|Ava|Mostafa|1972/05/29|H.R.|IN|43814.25| f |Data Engineer| Probation |Dipl.
100970|Ava Al-Kuwari|Ava|Al-Kuwari|10-17-1966|mktg|United Arab Emirates|33842.75|F|Marketing Analyst|External|BSc
100971|Brown, Hamad|Hamad|Brown|01-13-1979|Sales Dept|Jordan|40240.5|FEMALE|Accountant|Leave|MSc
100972|SARA PATEL|Sara|Patel|1983/06/02|SALES|United Kingdom|EGP 29,738.75|MALE|HR Specialist|probation| High School 
100973| Fatima  Al-Kuwari |Fatima|Al-Kuwari|14-Nov-1997|Environmental|PH|14015.75|2|Production Operator|probation|high school
100974|Heba Al-Kuwari|Heba|Al-Kuwari||Safety|PH|38435.75|MALE|Sales Executive|Contractor|master
100975|Reem Al-Thani|Reem|Al-Thani|01-31-1970|MKT|Emirates|QAR 35,191.50| m |Production Operator|PROB|Bachelor
100976|John Al-Mansoori|John|Al-Mansoori|1993/08/25|marketting|JOR|39,903|Male|HR Specialist|terminated|MSc
100977|Layla Davis|Layla|Davis||marketting|United Arab Emirates|14471.25|Male|Business Analyst|New Hire|Secondary
100978|Olivia Al-Salem|Olivia|Al-Salem|1989/06/02|Manufacturing|UK|16562|2|Accountant|| Diploma 
100979|Mariam Patel|Mariam|Patel|04-07-1977| HR |United Arab Emirates|43648| f |IT Support|active|BSc
100980|Johnson, Saad|Saad|Johnson|07/01/1973|HR|USA|25539|1|Sales Executive|New Hire|Bachelor
100981|Mostafa Farouk|Mostafa|Farouk|09/01/1974|supply-chain| Saudi |35,402|M|Safety Officer| Probation |High School
100982|Sara Wilson|Sara|Wilson|19/06/1996|EHS|QA|43315.25|F|Project Manager|contractor|PHD
100983|Aya Miller|Aya|Miller|1972-03-27|sales|UAE|QAR 42,650.00|M|IT Support|terminated| PhD 
100984|Sophia Al-Salem|SOPHIA|Al-Salem|28/04/1996| IT |UK|23911.25|MALE|Production Operator|terminated| Bachelor 
100985|Aya Nasser|Aya|Nasser|1971-02-26|ops|US|28567.75|FEMALE|Business Analyst|On Leave|MBA
100986|Olivia Ali|Olivia|Ali|04/02/1989|Human Resources| Philippines |15506.5|female|Production Operator|ON_LEAVE|DIP
100987|Karim Mahmoud|Karim|Mahmoud|1979-12-04|HSE|Pakistan|| f |Sales Executive|probation|Dipl.
100988|Laila Williams|LAILA|Williams|10-10-1989|Sales|EG|35019.25|M|Environmental Engineer|CONT|phd
100989|Layla Kamal|Layla|Kamal|18-May-2002|OPS|JO|N/A|male|Sales Executive|TERM|phd
100990|James Saeed|James|Saeed|20/12/1991|it|AE|5,710|1|Safety Officer|TERM|PhD
100991|Layla Ibrahim|Layla|Ibrahim|1998/04/22|PROD|pakistan|8352.5|Female|Supply Chain Coordinator|CONT|Bachelor
100992|Michael Garcia|Michael|Garcia|1990-12-29|ENV|United States|32853.25|Male|Environmental Engineer|on leave|MSc
100993|Mostafa Mahmoud|Mostafa|Mahmoud|1970-06-27|finance|United Arab Emirates|39151.75|F|Business Analyst|External|Bachelor
100994|Tamer Jones|Tamer|Jones|28-Aug-1974|IT|QA|$25,034.25|M|IT Support| Terminated |PhD
100995|Mona Al-Mansoori|MONA|Al-Mansoori|27-Mar-1966|Safety|United States of America|10867.25|N/A|Production Operator| On Leave |BSc
100996|Tamer Nasser|Tamer|Nasser|18/09/1998|Prod|IN|$31,071.25|1|Supply Chain Coordinator| On Leave |NULL
EMP100997|Heba Johnson|Heba|Johnson|2001/09/21|Environmental|UAE|43527.5|Female|IT Support|A| PhD 
100998|Mahmoud Al-Mansoori|Mahmoud|Al-Mansoori|1973-06-01|HSE|PAK|$15,871.50|F|Data Engineer|CONT|bachelor
100999|Ahmed Miller|Ahmed|Miller|26/04/1984|Logistics|qatar|35,405|female|Accountant|contractor|HS
101000|Dina Al-Kuwari|Dina|Al-Kuwari|1975-07-08| safety |India|19,827|F|Safety Officer|Active|Bachelor
